Consent,Role,Industry/Company,Company_Size,Sentiment,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Overall,Behavior (Q1-Q6),Emotion (Q7-Q12),Decision (Q13-Q21)
TRUE,CFO,Tech,Micro: 1 to 9 employees,0,0.1,-0.3,-0.2,-0.3,0.3,0.3,0,-0.2,-0.1,-0.2,-0.1,0.3,0.3,0.2,-0.1,-0.2,0,0.3,0.2,0.2,0,0.02,-0.02,-0.05,0.12
TRUE,Marketing Manager,Retail,Micro: 1 to 9 employees,0.25,-0.2,0.3,-0.1,0.1,-0.1,-0.3,-0.3,0.1,0.2,-0.2,0.1,0.1,-0.3,0.2,-0.3,0.3,0.2,-0.2,0,0.1,0,0.02,-0.05,0.00,0.01
TRUE,CTO,Education,Small: 10 to 49 employees,0,0.1,-0.2,0.3,0.1,0.1,0.1,-0.3,0.1,0.3,0.1,-0.3,0.1,-0.1,0.1,0.1,0.1,0.1,-0.1,-0.2,-0.1,0,0.02,0.08,0.00,0.00
TRUE,Legal,Education,Small: 10 to 49 employees,0,-0.1,-0.1,0.2,0.2,0.1,-0.1,0,0.1,0.2,0.3,-0.2,0.1,0.1,0.2,-0.2,0,-0.1,0.1,-0.1,-0.3,0,0.02,0.03,0.08,-0.02
TRUE,CEO,Finance,Large: 250 or more employees,0.03,-0.1,-0.2,0.2,0.2,-0.3,-0.1,0.1,-0.1,0,-0.1,-0.1,0.3,0.2,0.1,0.3,0.1,-0.3,0.2,0.2,-0.2,0,0.02,-0.05,0.02,0.09
TRUE,CTO,Automotive,Small: 10 to 49 employees,0.25,0,0.2,-0.1,0.1,0,-0.2,-0.2,0,0.2,-0.2,-0.2,0.1,0.2,0.1,-0.3,0,0.1,-0.1,-0.2,0.3,0,0.02,0.00,-0.05,0.02
TRUE,Director,Automotive,Micro: 1 to 9 employees,-0.08,0,-0.2,0,-0.2,0.2,-0.2,0,0.2,0.3,0,-0.2,0.2,0.2,0.1,-0.2,-0.1,0.3,0.2,0,0.2,0,0.02,-0.07,0.08,0.09
TRUE,Marketing Manager,Entertainment,Small: 10 to 49 employees,0,-0.2,-0.2,0.1,-0.1,0.2,0.1,0.1,-0.2,0.2,-0.2,0,0.1,0.2,0.2,-0.2,0.3,0,-0.1,0.3,-0.2,0,0.02,-0.02,0.00,0.06
TRUE,CIO,Finance,Micro: 1 to 9 employees,0,-0.1,0,-0.1,0,-0.2,0.2,0.2,0.1,0.1,0.2,-0.2,0.1,-0.1,0.3,-0.2,0.1,0.1,-0.2,0.3,-0.1,0,0.02,-0.03,0.08,0.03
TRUE,CTO,Automotive,Small: 10 to 49 employees,-0.08,-0.2,0.3,0.2,0,-0.3,0.3,0.2,-0.1,0,0.2,0.3,-0.2,0.1,0.2,-0.3,-0.1,-0.1,0.1,-0.1,0.2,0,0.02,0.05,0.07,-0.02
TRUE,Sales,Hospitality,Micro: 1 to 9 employees,0,0,0.3,-0.1,0,0.2,0,-0.3,0.2,0.1,0.3,0,-0.2,0.3,0.2,-0.3,-0.1,-0.2,0.1,0.2,-0.1,0,0.02,0.07,0.02,-0.01
TRUE,CIO,Retail,Micro: 1 to 9 employees,0,-0.1,0.2,0.3,0,0.2,0,-0.1,0.1,-0.1,-0.1,0.2,-0.3,0.2,0.2,0,-0.1,-0.1,0.2,-0.1,-0.2,0,0.02,0.10,-0.05,-0.02
TRUE,Sales,Retail,Large: 250 or more employees,0.03,-0.2,-0.1,-0.2,-0.2,-0.2,0.3,-0.2,-0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.2,0.3,-0.2,-0.2,0,0,0.02,-0.10,0.07,0.08
TRUE,Marketing Manager,Healthcare,Large: 250 or more employees,0,0.1,-0.1,0.1,0.1,0.2,-0.2,0.1,-0.1,0.1,0.2,0.1,-0.1,0.1,0,-0.2,0.1,0.1,-0.1,0,0,0,0.02,0.03,0.05,-0.01
TRUE,Legal,Tech,Medium: 50 to 249 employees,0,0.3,0.2,-0.1,-0.3,0.2,0.3,0,-0.1,0,0.2,0,-0.2,0.3,-0.2,0.1,-0.3,0.3,0.2,-0.3,-0.1,0,0.02,0.10,-0.02,-0.02
TRUE,Marketing Manager,Healthcare,Micro: 1 to 9 employees,0.2,0,0.3,-0.3,-0.1,0.2,0.3,-0.2,-0.1,-0.1,0.3,-0.3,0.1,0.3,-0.3,0.3,0.3,-0.2,-0.3,-0.3,0,0,0.02,0.07,-0.05,-0.01
TRUE,Director,Hospitality,Medium: 50 to 249 employees,-0.25,0,0.3,0.3,-0.1,-0.1,0.2,0.3,0.3,0.3,-0.3,-0.3,0.2,0.2,-0.2,-0.3,0,-0.1,0.3,0.1,0.2,0,0.02,0.10,0.08,0.04
TRUE,CEO,Finance,Micro: 1 to 9 employees,0,-0.3,0.3,-0.3,0.2,-0.2,0.3,0.2,0,0.3,-0.2,0.3,0.3,0.3,0,-0.2,-0.3,0.3,0.2,-0.2,-0.3,-0.1,0.02,0.00,0.15,0.00
TRUE,Legal,Healthcare,Small: 10 to 49 employees,-0.2,0.2,-0.3,0.3,0.3,-0.3,0.3,0.2,0.2,0.2,-0.3,0,0,0.2,0.3,0.3,-0.3,0.3,0.3,-0.3,-0.3,-0.1,0.02,0.08,0.05,0.04
TRUE,CFO,Retail,Micro: 1 to 9 employees,0,-0.2,-0.3,0.2,0.2,0.2,0,0.2,0.3,-0.3,0.3,0.3,0.3,-0.3,0.3,0.3,-0.3,0.2,-0.3,-0.2,-0.2,-0.2,0.02,0.02,0.18,-0.04
TRUE,CIO,Hospitality,Small: 10 to 49 employees,-0.27,-0.3,0.3,0.3,0.3,-0.2,0.1,0.3,-0.2,0.1,0.2,-0.2,-0.1,-0.2,0.3,-0.2,0.3,0.3,0,0.3,0.2,-0.2,0.02,0.08,0.02,0.07
TRUE,Marketing Manager,Retail,Large: 250 or more employees,0,0,-0.3,-0.2,0.2,0.3,-0.2,0.2,-0.2,-0.1,-0.2,0,0.3,0.2,0,0,-0.2,0,0.3,0.3,0.3,-0.3,0.02,-0.03,0.00,0.09
TRUE,CFO,Hospitality,Small: 10 to 49 employees,0.13,-0.3,0.3,-0.1,0.3,0,0.3,-0.3,0.3,0.2,-0.3,-0.3,-0.3,0,0.2,0.2,-0.3,0.2,0.3,0.3,-0.3,-0.3,0.02,0.08,-0.12,0.00
TRUE,Legal,Retail,Medium: 50 to 249 employees,0.29,0,0,-0.2,0,-0.3,0,-0.3,-0.3,0.2,0.3,0,0,-0.2,0.1,-0.2,0.2,-0.2,-0.2,0.3,-0.2,0.3,0.01,-0.08,-0.02,-0.01
TRUE,CIO,Tech,Medium: 50 to 249 employees,0,0.3,0.2,0,0,0,-0.3,-0.3,0.3,0.3,-0.3,-0.3,0.2,-0.2,0.2,0,-0.3,0.3,0,-0.3,0.2,0.3,0.01,0.03,-0.02,0.04
TRUE,Marketing Manager,Automotive,Medium: 50 to 249 employees,-0.1,-0.3,0.2,0.3,0.3,0,-0.2,-0.5,-0.1,0.2,0,-0.2,0.3,-0.2,0.2,0,0.2,0.3,-0.2,0.3,-0.2,0.2,0.01,0.05,-0.05,0.09
TRUE,Technology,Tech,Micro: 1 to 9 employees,0,0,0.3,-0.3,0.3,0,0.1,-0.3,0.1,-0.2,-0.3,-0.1,0,0.3,0.3,0.3,-0.2,0.1,0,-0.2,-0.2,0.2,0.01,0.07,-0.13,0.06
TRUE,CIO,Healthcare,Medium: 50 to 249 employees,-0.1,0.3,0,0.2,-0.3,0.3,-0.3,0.3,0,0,-0.3,-0.3,0.3,-0.3,0.3,-0.1,0.1,0.2,0.3,-0.3,0.1,0.1,0.01,0.03,0.00,0.07
FALSE,Director,TELECOMMUNICATION,Medium: 50 to 249 employees,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.00,0.00,0.00
TRUE,Marketing Manager,Real Estate,Medium: 50 to 249 employees,0,0.1,0,-0.1,-0.2,0.1,0.2,-0.2,0.1,0.3,1,0,0.1,-0.2,-0.3,0.2,-0.1,-0.3,-0.2,0,-0.2,0,0.01,0.02,0.22,-0.10
TRUE,Legal,Fashion,Large: 250 or more employees,0,0.1,-0.2,0.2,-0.1,0.2,0.1,0,0.3,-0.1,0.3,0,0.1,0,-0.2,0,0.1,0.1,-0.3,-0.2,-0.1,0,0.01,0.05,0.10,-0.05
TRUE,CTO,Retail,Large: 250 or more employees,0,0,0.2,-0.1,-0.2,-0.1,-0.1,-0.3,0,0.1,-0.2,0.3,0.1,0.1,0.2,0.2,-0.3,0,0.3,-0.1,0.1,0,0.01,-0.05,0.00,0.06
TRUE,Legal,Automotive,Large: 250 or more employees,-0.1,0.4,-0.1,-0.3,0.2,0.1,0.1,0.1,-0.1,0,0.1,0,-0.2,0,0.2,-0.2,-0.1,0.1,0.1,0,0.2,0,0.01,0.07,-0.02,0.01
TRUE,CEO,Automotive,Micro: 1 to 9 employees,0,0.2,-0.2,0,-0.2,0.2,-0.2,0.1,0.3,-0.2,0,0,0,0.2,-0.3,-0.1,0.1,-0.2,0.3,0.2,0.1,0,0.01,-0.03,0.03,0.03
TRUE,CIO,Real Estate,Micro: 1 to 9 employees,0.2,0.3,0.3,-0.1,0.3,0.2,-0.3,0.1,-0.2,-0.1,-0.3,0.2,-0.1,-0.2,0,0.1,0.2,0,-0.2,-0.3,-0.3,0,0.01,0.12,-0.07,-0.08
TRUE,Legal,Fashion,Small: 10 to 49 employees,0,-0.1,0.2,-0.1,0,0.2,0.2,-0.2,0.2,0.2,-0.1,-0.3,-0.1,-0.1,0.1,-0.1,0.2,0,0,-0.3,0.3,0,0.01,0.07,-0.05,0.00
TRUE,CEO,Fashion,Small: 10 to 49 employees,0.2,-0.1,-0.1,0,-0.2,0.1,-0.2,0,0,0,0,0.2,-0.2,0.1,0.2,-0.2,0.2,-0.1,0.2,-0.1,-0.1,0,0.01,-0.08,0.00,0.00
TRUE,CEO,Tech,Micro: 1 to 9 employees,0.05,-0.3,-0.3,0.2,0.1,0,-0.1,0.2,-0.2,0.1,0,0.2,0,0.1,0.3,-0.2,0.1,-0.2,0.1,-0.3,0.2,0,0.01,-0.07,0.05,0.01
TRUE,Public Relations,Hospitality,Small: 10 to 49 employees,-0.25,-0.3,0.1,0.2,0.3,0.1,0.1,-0.1,-0.1,0,0.2,-0.1,0.1,0,0,-0.1,-0.1,0.1,0.3,0.2,0.1,0,0.01,0.08,0.00,0.06
TRUE,CEO,Entertainment,Large: 250 or more employees,0,-0.2,-0.1,0,0,-0.2,0.1,0.1,0.3,0.2,0.2,0.3,0,-0.2,0.2,0.1,0,-0.3,0,-0.2,0,0,0.01,-0.07,0.18,-0.04
TRUE,Technology,Hospitality,Micro: 1 to 9 employees,0,0.1,0.2,-0.1,0.1,-0.2,0.1,-0.2,-0.1,0.2,-0.2,0.2,0.3,0.1,-0.2,-0.1,-0.2,0,-0.1,0.3,0.1,0,0.01,0.03,0.03,0.02
TRUE,Sales,Retail,Medium: 50 to 249 employees,0,0.1,-0.1,-0.1,0.1,-0.3,-0.2,0.1,0.2,0,-0.3,0.1,0,0.3,-0.3,0.3,0.3,0,-0.3,0.1,0.2,0,0.01,-0.08,0.02,0.06
TRUE,Director,Education,Large: 250 or more employees,-0.25,0.3,-0.3,0.2,0,-0.1,0,-0.3,0.1,0,0.3,0.3,0.1,0.2,0.1,-0.2,0.1,-0.2,0.3,0.3,-0.3,0,0.01,0.02,0.08,0.04
TRUE,Public Relations,Education,Large: 250 or more employees,0,0.1,-0.2,0,0.1,-0.1,0.1,-0.1,0,0.2,0.1,0.2,-0.1,-0.1,0.2,0.2,-0.3,-0.1,0,0.1,-0.1,0,0.01,0.00,0.05,-0.02
TRUE,CIO,Fashion,Medium: 50 to 249 employees,0,0.2,0,0.2,-0.2,-0.1,0,-0.2,-0.2,-0.3,0.2,0,0.2,0.3,0,-0.1,0,0,0.2,0,0,0,0.01,0.02,-0.05,0.06
TRUE,Technology,Automotive,Large: 250 or more employees,0,0,-0.1,0.1,0.1,0.2,0,-0.2,0.1,0.1,0,0.2,-0.1,-0.1,0.2,0.1,0,-0.3,0.3,-0.3,-0.1,0,0.01,0.05,0.02,-0.03
TRUE,Technology,Fashion,Micro: 1 to 9 employees,0,0.2,0.2,0.3,0.1,0,-0.1,0.1,0.2,0.3,0,-0.1,-0.2,-0.1,0.2,-0.3,-0.3,-0.1,0.1,-0.2,-0.1,0,0.01,0.12,0.05,-0.10
TRUE,CFO,Automotive,Micro: 1 to 9 employees,0.05,0.1,0.1,0,0,0.2,0.1,0,0.1,-0.1,-0.3,-0.2,-0.1,0.1,-0.1,0.2,-0.1,0.3,-0.2,-0.2,0.2,0,0.01,0.08,-0.10,0.01
TRUE,Marketing Manager,Education,Medium: 50 to 249 employees,0,-0.1,-0.2,-0.1,0,-0.3,-0.1,0.1,0.2,0.2,-0.2,-0.1,-0.1,0.2,-0.1,0.3,0,0.3,0.2,0.2,-0.2,0,0.01,-0.13,0.02,0.08
TRUE,CIO,Finance,Micro: 1 to 9 employees,-0.25,0.2,0,0.2,0,0,0.1,0.2,0.3,0.1,0.1,0.1,-0.1,-0.3,-0.3,0.2,0.2,0.3,-0.1,0,-0.2,0,0.01,0.08,0.12,-0.03
TRUE,Public Relations,Fashion,Small: 10 to 49 employees,0,-0.1,0.2,0.1,0.1,-0.2,0.3,-0.3,0.1,-0.1,-0.1,0.3,0.2,0.2,-0.2,0,-0.1,0.3,-0.1,-0.3,0,0,0.01,0.07,0.02,0.00
TRUE,CEO,Healthcare,Large: 250 or more employees,0,0.2,-0.1,0.1,0.1,0.3,0.1,0.1,-0.2,-0.2,-0.2,-0.2,0.3,-0.2,0,-0.2,-0.1,0,0.1,0.2,0.1,0,0.01,0.12,-0.07,0.02
TRUE,CFO,Education,Large: 250 or more employees,0.25,0.1,0,-0.3,0.2,-0.3,0.2,0.3,0.3,-0.2,0.2,-0.2,-0.1,0,0,-0.1,-0.1,-0.2,-0.2,0.2,-0.3,0,0.01,-0.02,0.05,-0.08
TRUE,CIO,Tech,Micro: 1 to 9 employees,0,-0.2,0,0.2,-0.2,0,0.2,-0.2,0.1,0,-0.2,-0.2,0.1,0.3,0.3,0.1,-0.1,-0.1,0.3,-0.3,0.1,0,0.01,0.00,-0.07,0.07
TRUE,Sales,Finance,Large: 250 or more employees,0,0.2,0.1,-0.3,0.3,-0.1,0,-0.2,-0.1,-0.1,0,-0.1,-0.1,0.2,-0.1,0.2,0.2,0.2,0,0.1,-0.1,0,0.01,0.03,-0.10,0.06
TRUE,Technology,Finance,Large: 250 or more employees,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.00,0.00,0.00
TRUE,Legal,Education,Micro: 1 to 9 employees,0.03,-0.1,-0.2,0.3,0.1,0.2,0,-0.3,0.3,-0.2,0.2,-0.1,0.1,0.1,-0.2,0.2,-0.2,-0.2,0.2,0.2,-0.2,0,0.01,0.05,0.00,0.00
TRUE,CEO,Entertainment,Large: 250 or more employees,0,0.3,0,0,0.1,0.1,0.2,0,0.2,-0.3,-0.1,-0.3,-0.2,0.1,0.2,0.2,-0.2,0,-0.2,0.2,-0.1,0,0.01,0.12,-0.12,0.00
TRUE,Marketing Manager,Tech,Small: 10 to 49 employees,0,0.3,0.3,0,0.2,0.2,-0.3,-0.2,-0.3,-0.1,-0.2,0,-0.1,0,0,0.2,0.3,-0.1,-0.1,-0.1,0.2,0,0.01,0.12,-0.15,0.03
TRUE,CTO,Finance,Micro: 1 to 9 employees,0,0,0.2,-0.1,0.1,0,0.2,-0.2,0,-0.2,0.3,0.3,0,-0.2,0.1,-0.2,-0.2,-0.1,0.2,-0.1,0.2,0,0.01,0.07,0.03,-0.03
TRUE,Public Relations,Real Estate,Large: 250 or more employees,0,0.3,-0.3,0,0.2,0,-0.2,-0.1,0,0,-0.3,-0.2,-0.2,0.2,0.2,-0.2,-0.2,0.3,0.2,0.3,0.2,0,0.01,0.00,-0.13,0.08
TRUE,CIO,Tech,Small: 10 to 49 employees,0.05,0.3,-0.3,0.2,0.1,-0.1,0,0.2,-0.1,0,0.1,0.2,0,-0.1,0,0.3,-0.2,-0.2,0,-0.1,-0.2,0,0.01,0.03,0.07,-0.05
TRUE,Public Relations,Tech,Large: 250 or more employees,0.29,0.2,0,-0.2,0.1,-0.2,0.2,0.2,0,-0.3,0,-0.1,0,0.3,0.1,0.3,-0.2,-0.3,-0.3,-0.1,-0.2,0,0.01,0.02,-0.03,-0.04
TRUE,Public Relations,Automotive,Medium: 50 to 249 employees,0.03,0.1,0.3,-0.1,-0.2,-0.3,0.2,0.3,-0.3,-0.1,-0.3,0,0.3,-0.2,0.3,0.1,0.3,-0.3,0.3,-0.3,0,0,0.01,0.00,-0.02,0.05
TRUE,Marketing Manager,Real Estate,Small: 10 to 49 employees,0,-0.2,-0.3,-0.2,-0.3,0.1,0.3,0.3,0.3,0.2,0.3,0.2,0,0,0.3,0.3,-0.3,-0.2,-0.2,-0.1,-0.3,0,0.01,-0.10,0.22,-0.05
TRUE,CFO,Entertainment,Small: 10 to 49 employees,0,-0.2,0.3,0.3,-0.2,0,0,0.3,-0.3,0.3,-0.2,0.3,-0.3,0,0.2,-0.1,0.3,-0.3,0.2,-0.3,0.3,-0.3,0.01,0.03,0.02,-0.03
TRUE,Marketing Manager,Healthcare,Micro: 1 to 9 employees,0,0.3,0.3,-0.2,-0.3,0,0.2,0.3,0.3,0.3,-0.2,-0.3,-0.3,-0.3,-0.2,0.3,0.3,0.3,-0.2,-0.3,0.2,-0.3,0.01,0.05,0.02,-0.05
TRUE,Technology,Hospitality,Micro: 1 to 9 employees,0,-0.3,-0.3,0.2,-0.2,0.3,-0.3,0.3,-0.1,-0.3,0.3,0.3,0.3,-0.2,0.3,0.1,0.1,-0.2,0.2,0.3,-0.2,-0.3,0.01,-0.10,0.13,0.04
TRUE,CEO,Hospitality,Medium: 50 to 249 employees,0.13,0,0.3,-0.3,-0.3,-0.3,0.3,0.3,0,-0.2,0.2,-0.3,-0.2,-0.3,-0.2,0,0.3,0.3,0.3,0.2,0,-0.3,0.01,-0.05,-0.03,0.01
TRUE,CTO,Finance,Micro: 1 to 9 employees,0,-0.3,0.3,0.2,0.3,-0.3,-0.3,-0.3,-0.2,0.3,-0.2,0.2,-0.3,0.3,0.3,-0.3,0.1,0.2,-0.3,-0.3,0.2,0.3,0,-0.02,-0.08,0.02
TRUE,CIO,Retail,Small: 10 to 49 employees,0.2,-0.3,-0.2,0.2,-0.1,-0.3,0.3,-0.2,0.1,-0.3,0.2,-0.3,0,-0.2,0,0.3,-0.2,0.3,-0.3,0.3,-0.3,0.3,0,-0.07,-0.08,0.02
TRUE,CIO,Education,Small: 10 to 49 employees,0,0.3,0,0,0.2,0.3,-0.1,-0.3,0.3,0.3,0.3,-0.2,-0.3,-0.3,-0.3,0,-0.3,0.1,0,-0.3,0,0.3,0,0.12,0.02,-0.11
TRUE,Sales,Entertainment,Large: 250 or more employees,0,0.3,-0.3,0,-0.2,0.2,-0.3,0,0.3,0,-0.2,-0.3,0.3,-0.1,0.2,-0.2,0,-0.3,-0.3,0.3,0.3,0.2,0,-0.05,0.02,0.04
TRUE,Legal,Real Estate,Micro: 1 to 9 employees,0.12,0.3,0,-0.3,0,-0.3,-0.3,0.2,0.2,0,0.2,-0.3,0,-0.2,-0.3,0.3,0,0.1,0.2,-0.2,-0.2,0.2,0,-0.10,0.05,-0.01
TRUE,CFO,Entertainment,Small: 10 to 49 employees,-0.27,-0.3,0.3,-0.2,-0.3,-0.3,0.1,0.3,0.3,0.3,0.2,-0.2,0,0.3,0.2,0.1,-0.3,0.3,0.2,-0.3,-0.2,0.2,0,-0.12,0.15,0.05
TRUE,Director,ADVERTISONG,Micro: 1 to 9 employees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
FALSE,Director,,Micro: 1 to 9 employees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
TRUE,Director,tech,Small: 10 to 49 employees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
TRUE,CFO,Finance,Micro: 1 to 9 employees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
TRUE,CFO,Real Estate,Medium: 50 to 249 employees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
FALSE,Director,Fashion,Micro: 1 to 9 employees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
TRUE,Technology,Education,Micro: 1 to 9 employees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
TRUE,Director,Healthcare,Small: 10 to 49 employees,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.00,0.00
TRUE,CIO,Fashion,Large: 250 or more employees,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.00,0.00
TRUE,Sales,Retail,Medium: 50 to 249 employees,-0.1,0.3,0.1,0.3,-0.2,-0.2,-0.3,0,0.2,0.1,-0.1,-0.1,0.1,-0.2,0,-0.1,-0.2,0.3,0.3,0,-0.1,0,0,0.00,0.03,0.01
TRUE,CEO,Real Estate,Medium: 50 to 249 employees,0,-0.1,0.3,0,0.2,-0.2,0.1,0.2,-0.3,0,-0.1,-0.3,0.2,0,0.3,-0.3,-0.2,0,0.2,-0.1,0.1,0,0,0.05,-0.05,0.02
TRUE,Technology,Entertainment,Medium: 50 to 249 employees,0,0.2,-0.2,0.1,-0.3,0,0,0.2,0.1,0.2,0.2,0.1,-0.3,-0.2,-0.3,0.1,0.2,-0.1,0.2,0,-0.2,0,0,-0.03,0.08,-0.06
TRUE,Marketing Manager,Tech,Medium: 50 to 249 employees,0,-0.2,0.1,-0.3,-0.3,0,0.1,0,-0.1,0.7,-0.1,-0.1,-0.1,0.2,0.1,0.2,0.1,0,0.1,-0.3,0,0,0,-0.10,0.05,0.03
TRUE,CIO,Retail,Medium: 50 to 249 employees,0.25,-0.3,0,-0.1,-0.1,0,0.2,0.2,0.3,-0.1,0.1,0.1,-0.2,-0.3,-0.3,0,-0.3,0.2,0.3,-0.2,-0.3,0,0,-0.05,0.07,-0.11
TRUE,Sales,Real Estate,Small: 10 to 49 employees,0.2,0,-0.2,0.3,-0.1,0.1,-0.3,0.2,-0.1,-0.2,0.2,-0.3,-0.1,-0.1,-0.1,0.1,0.2,-0.2,0,0,-0.1,0,0,-0.03,-0.05,-0.03
TRUE,CIO,Fashion,Large: 250 or more employees,0,-0.2,0.1,0.1,-0.1,-0.2,-0.2,-0.1,0.3,0.1,-0.3,0.3,-0.1,0.1,-0.3,0,0.1,0.1,0.2,0,0,0,0,-0.08,0.03,0.01
TRUE,CEO,Finance,Micro: 1 to 9 employees,0,0,0,0.2,0,-0.2,-0.2,0.3,0.1,0,-0.2,0.1,-0.2,0,-0.2,0.3,-0.2,0.3,-0.2,0.3,-0.2,0,0,-0.03,0.02,-0.01
TRUE,Marketing Manager,Finance,Small: 10 to 49 employees,0,0.1,0,-0.1,-0.1,0,-0.1,-0.2,0.2,0,-0.1,-0.2,0.1,0.3,0,0.1,0,0,-0.2,0,0.2,0,0,-0.03,-0.03,0.05
TRUE,CEO,Entertainment,Medium: 50 to 249 employees,0.2,-0.2,-0.1,0,-0.1,0.1,0.1,-0.3,0.1,0.1,0,0.1,-0.3,-0.2,0,0.2,0.1,-0.2,0.3,0.1,-0.3,0,0,-0.03,-0.05,-0.03
TRUE,CFO,Real Estate,Medium: 50 to 249 employees,0.2,-0.2,0,0.1,0.2,0.1,0,0,0,-0.1,-0.1,0,0.1,-0.2,-0.3,-0.2,-0.1,0,0.2,-0.2,0.2,0,0,0.03,-0.02,-0.05
TRUE,CFO,Finance,Micro: 1 to 9 employees,0,-0.1,-0.1,0.3,-0.2,0.2,-0.1,0.3,-0.1,-0.2,0.1,-0.1,0.3,-0.2,0,0.1,-0.2,0.2,-0.1,-0.1,0,0,0,0.00,0.05,0.00
TRUE,Public Relations,Tech,Micro: 1 to 9 employees,0,0,-0.1,-0.1,0,0.1,-0.1,-0.1,0,-0.3,0.1,0.3,-0.1,0.2,0.3,0.2,-0.2,0.1,-0.2,0.1,-0.2,0,0,-0.03,-0.02,0.02
TRUE,Legal,Tech,Large: 250 or more employees,0.15,0,-0.3,0.2,0,-0.1,0,-0.1,0.1,-0.1,0.1,-0.1,0,0.3,-0.3,-0.2,-0.1,0.1,-0.2,0.2,0,0,0,-0.03,-0.02,-0.02
TRUE,Marketing Manager,Automotive,Micro: 1 to 9 employees,0,-0.3,-0.1,0.2,0.1,0.1,0.2,-0.2,-0.1,0.2,-0.1,-0.1,-0.3,0,0.1,0,-0.3,0.1,0.2,0.1,0.2,0,0,0.03,-0.10,0.01
TRUE,Sales,Retail,Small: 10 to 49 employees,0,-0.1,0,0.3,-0.3,-0.2,0.1,0,0.3,-0.2,-0.2,0,0.2,0.2,-0.2,0,0,0,0.1,0,-0.1,0,0,-0.03,0.02,0.02
TRUE,CEO,Healthcare,Large: 250 or more employees,-0.2,0.1,0.1,0,0.1,0.1,0.3,0.1,-0.3,0,0.1,0.1,0.1,0.2,-0.2,-0.1,-0.1,-0.1,0.1,0,0.1,0,0,0.12,0.02,0.00
TRUE,Sales,Finance,Medium: 50 to 249 employees,0,0.3,0,0.2,0,-0.2,0.2,-0.1,0,0,0,0,0.3,-0.2,0,-0.1,-0.1,-0.1,-0.3,0,0.2,0,0,0.08,0.03,-0.03
TRUE,Sales,Education,Small: 10 to 49 employees,0,-0.2,-0.2,0.3,-0.1,-0.3,0.1,-0.1,0.1,0.1,0.2,0,0.3,-0.2,0.2,-0.1,-0.2,-0.2,-0.3,0.3,0.3,0,0,-0.07,0.10,0.01
TRUE,CTO,Hospitality,Medium: 50 to 249 employees,0,0.1,0.2,0,0,0,0.2,0,-0.2,-0.3,-0.2,0.1,-0.2,0.1,-0.1,-0.1,0.2,0.1,-0.3,0.3,0.1,0,0,0.08,-0.13,0.01
TRUE,Public Relations,Fashion,Medium: 50 to 249 employees,-0.27,-0.3,-0.2,0.1,-0.3,-0.2,0.1,-0.1,0,0.2,0.3,-0.3,0.3,-0.1,0.2,0.1,0.2,0.1,0.2,0.2,0.3,0,0,-0.13,0.07,0.15
TRUE,CIO,Healthcare,Small: 10 to 49 employees,0,0,-0.3,0.1,-0.3,0.1,-0.1,0.1,0.1,-0.1,-0.1,-0.1,-0.1,0.3,0.2,0.1,0.1,0.3,-0.1,-0.1,0,0,0,-0.08,-0.03,0.07
TRUE,CFO,Entertainment,Micro: 1 to 9 employees,-0.08,0.3,-0.1,-0.3,0.3,0.3,0.1,-0.1,-0.2,0.3,0.2,-0.3,-0.1,0.1,-0.1,0.1,-0.3,0,-0.1,0.2,0,0,0,0.10,-0.03,-0.02
TRUE,CEO,Retail,Micro: 1 to 9 employees,0,0,0.3,0.3,0.2,-0.2,0,0.1,0,-0.1,-0.2,0,0.1,0.1,-0.2,-0.2,-0.1,-0.1,0.1,-0.1,-0.1,0,0,0.10,-0.02,-0.05
TRUE,Marketing Manager,Entertainment,Micro: 1 to 9 employees,0,-0.3,0.2,0.2,0.2,0,0.2,0.1,0,-0.2,0.2,-0.2,0.1,-0.1,-0.1,-0.2,-0.2,0.2,0.1,-0.3,0.1,0,0,0.08,0.00,-0.04
